,Name,PuntV,LeagV,g,m/g,p/g,a/g,3/g,r/g,s/g,b/g,wft,wfg,neg to/g
275,Cory Joseph,-0.825595462,-0.599249481,62,19.79569892,6.887096774,3.5,1.129032258,1.709677419,0.548387097,0.14516129,0.009411109397151595,-0.2736977399465831,-0.903225806
276,Andre Drummond,-0.797707814,-0.603601381,67,12.67686567,5.955223881,0.492537313,0.0,6.626865672,0.671641791,0.402985075,-0.46187062716582833,0.5322287206196245,-1.119402985
277,Bismack Biyombo,-0.841960786,-0.604743162,61,14.3284153,4.31147541,0.918032787,0.0,4.262295082,0.295081967,1.442622951,-0.48933419589434535,0.3443712342534829,-0.836065574
278,R.J. Barrett,-0.628564572,-0.605195906,73,33.91073059,19.60273973,2.753424658,1.657534247,5.04109589,0.424657534,0.205479452,-0.23502138834466324,-0.676964041202633,-2.246575342
279,Jae'Sean Tate,-0.739707258,-0.605524439,31,21.85376344,9.129032258,2.709677419,0.419354839,3.806451613,0.677419355,0.225806452,-0.13115558983532036,0.03437547269905914,-1.516129032
280,Damion Lee,-0.809876666,-0.605609031,74,20.3527027,8.162162162,1.337837838,1.486486486,3.040540541,0.405405405,0.094594595,0.16904707803436714,-0.20289926175612572,-1.054054054
281,Talen Horton-Tucker,-0.678652525,-0.608184451,65,20.20333333,10.73846154,3.784615385,0.892307692,3.230769231,0.630769231,0.446153846,-0.08674655740322222,-0.5323320738567385,-1.938461538
282,Mike Muscala,-0.923018612,-0.613305105,63,14.9989418,6.079365079,0.793650794,1.285714286,3.222222222,0.238095238,0.380952381,-0.011829494135966163,-0.12544764827718544,-0.365079365
283,Jordan Nwora,-0.817908751,-0.614158961,62,19.16182796,8.741935484,1.419354839,1.387096774,3.693548387,0.387096774,0.225806452,0.009896960265530297,-0.2852366794435877,-1.064516129
284,Terence Davis,-0.859108774,-0.618915421,64,13.13958333,6.734375,1.046875,1.390625,2.171875,0.671875,0.1875,0.004793840129285146,-0.2992704130926346,-0.828125
285,Jamal Cain,-0.934370187,-0.619115994,18,13.33518519,5.444444444,0.666666667,0.388888889,2.888888889,0.611111111,0.055555556,-0.013243246049228493,0.31133726901620196,-0.333333333
286,Ish Wainright,-0.932532988,-0.621976298,60,15.25083333,4.183333333,0.883333333,0.95,2.316666667,0.633333333,0.366666667,0.02849262746625121,-0.39971614207878436,-0.366666667
287,Yuta Watanabe,-0.932139371,-0.623330799,58,15.99683908,5.551724138,0.827586207,1.034482759,2.431034483,0.431034483,0.293103448,-0.048749049219003075,0.06273365307770762,-0.379310345
288,Willy Hernangomez,-0.830154176,-0.623633484,37,12.36936937,7.081081081,0.891891892,0.081081081,4.864864865,0.459459459,0.351351351,-0.013257195185982248,0.23263225579319036,-1.054054054
289,Hamidou Diallo,-0.801345279,-0.626846468,56,17.78333333,9.321428571,0.982142857,0.089285714,3.464285714,0.946428571,0.285714286,-0.5172727336655899,0.6538221178337819,-1.267857143
290,Jordan McLaughlin,-0.881473114,-0.63061468,43,15.77868217,3.744186047,3.441860465,0.558139535,1.441860465,0.744186047,0.093023256,0.020834236819878588,-0.18548616396111706,-0.76744186
291,Cedi Osman,-0.89571934,-0.630860494,77,20.10865801,8.688311688,1.493506494,1.506493506,2.285714286,0.454545455,0.142857143,-0.12499697289796903,-0.1703743556750776,-0.675324675
292,Shake Milton,-0.811651128,-0.631826361,76,20.62214912,8.381578947,3.157894737,0.736842105,2.513157895,0.328947368,0.171052632,0.10666752502681447,0.0226968972581281,-1.236842105
293,Malaki Branham,-0.825471603,-0.632609061,66,23.47828283,10.1969697,1.924242424,1.166666667,2.742424242,0.5,0.106060606,0.047736577300746055,-0.3280332238995806,-1.151515152
294,Dominick Barlow,-0.929224951,-0.641823626,28,14.55595238,3.928571429,0.857142857,0.0,3.642857143,0.357142857,0.678571429,-0.05675237155654202,0.18179117451644508,-0.535714286
295,Wenyen Gabriel,-0.908827496,-0.642666659,68,15.05514706,5.470588235,0.529411765,0.147058824,4.205882353,0.382352941,0.514705882,-0.2032244576931404,0.4605745119408576,-0.676470588
296,Usman Garuba,-0.917009116,-0.643225586,75,12.93222222,3.0,0.853333333,0.32,4.093333333,0.586666667,0.386666667,-0.10436593097895885,0.024024349875847506,-0.626666667
297,Obi Toppin,-0.927949001,-0.644928928,67,15.6778607,7.417910448,0.985074627,1.268656716,2.791044776,0.343283582,0.179104478,0.01750082309280169,-0.18382956306793477,-0.567164179
298,Derrick Jones,-0.955252642,-0.645401156,64,13.95807292,4.984375,0.53125,0.421875,2.390625,0.453125,0.578125,-0.05967598629976859,0.0873428711245029,-0.390625
299,Ricky Rubio,-0.873392517,-0.646611256,33,17.1540404,5.181818182,3.484848485,0.636363636,2.121212121,0.787878788,0.181818182,0.017433546531914902,-0.7173899895850915,-0.939393939
300,Edmond Sumner,-0.873421183,-0.647176249,53,13.89056604,7.132075472,1.283018868,0.58490566,1.490566038,0.58490566,0.188679245,0.2712308145890515,-0.07475841798935451,-0.943396226
301,Goga Bitadze,-0.929944274,-0.648290891,38,12.02105263,4.394736842,1.026315789,0.157894737,3.605263158,0.421052632,0.684210526,-0.26077977743516756,0.2510003396859983,-0.578947368
302,P.J. Tucker,-0.929614069,-0.649037945,75,25.60088889,3.546666667,0.8,0.733333333,3.933333333,0.52,0.2,0.013040785613339954,-0.14708768919171933,-0.586666667
303,Luke Kornet,-0.966525544,-0.651605812,69,11.65434783,3.782608696,0.768115942,0.043478261,2.855072464,0.15942029,0.666666667,0.02088487578305686,0.46567677531244367,-0.362318841
304,Stanley Johnson,-0.856865551,-0.653570494,30,15.64944444,5.8,2.233333333,0.6,3.166666667,0.533333333,0.2,-0.15196478587310414,0.23217001898136652,-1.1
305,Nerlens Noel,-0.914668283,-0.659752684,17,11.45098039,2.058823529,0.588235294,0.058823529,2.705882353,0.941176471,0.588235294,-0.08251481586557531,-0.24265013450849332,-0.764705882
306,George Hill,-0.918996998,-0.660152832,46,18.13985507,5.043478261,2.391304348,0.739130435,1.847826087,0.565217391,0.130434783,-0.02382491450876826,-0.020989540635404473,-0.739130435
307,Doug McDermott,-0.896331964,-0.662534036,64,20.53567708,10.21875,1.421875,1.921875,2.171875,0.203125,0.09375,-0.028896655301890537,-0.152952410142027,-0.90625
308,Christian Koloko,-0.983348298,-0.664201531,58,13.82528736,3.137931034,0.534482759,0.017241379,2.948275862,0.362068966,0.982758621,-0.1591413226386254,0.011131301560792029,-0.344827586
309,Dru Smith,-1.006126028,-0.664925484,15,10.56,2.933333333,1.466666667,0.333333333,1.6,0.666666667,0.266666667,0.0432874687733686,-0.22708769019171926,-0.2
310,Dyson Daniels,-0.890751457,-0.66564166,59,17.66073446,3.847457627,2.271186441,0.457627119,3.186440678,0.728813559,0.186440678,-0.09055095335136283,-0.2024533300439135,-0.966101695
311,Rodney McGruder,-0.987676675,-0.667903717,32,16.37135417,5.71875,0.875,1.28125,2.3125,0.5,0.03125,0.02380067378345456,-0.32205550872022226,-0.34375
312,Jock Landale,-0.911785214,-0.66937147,69,14.18236715,6.608695652,0.985507246,0.304347826,4.057971014,0.231884058,0.434782609,-0.04745041931950777,0.2563838088223822,-0.855072464
313,John Wall,-0.685493355,-0.670137499,34,22.19901961,11.35294118,5.235294118,0.970588235,2.705882353,0.794117647,0.352941176,-0.33948765196658565,-0.6701533230552197,-2.352941176
314,Nassir Little,-0.945738149,-0.674154548,54,18.07438272,6.648148148,0.925925926,1.074074074,2.611111111,0.37037037,0.37037037,-0.05636818886397399,-0.18770105254005437,-0.666666667
315,Davion Mitchell,-0.929878631,-0.674660652,80,18.085625,5.625,2.3125,0.7875,1.3125,0.55,0.1875,0.008869470785901664,-0.11003328600623327,-0.775
316,DeAndre Jordan,-0.864650309,-0.678118114,39,15.02179487,5.102564103,0.871794872,0.025641026,5.179487179,0.307692308,0.58974359,-0.4002822439312462,0.8537172267735597,-1.230769231
317,Tre Mann,-0.913974234,-0.680793874,67,17.66094527,7.71641791,1.791044776,1.208955224,2.313432836,0.597014925,0.164179104,-0.01635740398217241,-0.616770808766679,-0.925373134
318,Darius Bazley,-0.959478302,-0.681143169,43,14.32790698,5.209302326,0.88372093,0.465116279,3.209302326,0.511627907,0.790697674,-0.3918461842318315,-0.09424067493557814,-0.627906977
319,Nickeil Alexander-Walker,-0.913994596,-0.681732699,59,14.97570621,6.152542373,1.830508475,1.033898305,1.711864407,0.542372881,0.355932203,-0.11887727713806125,-0.1581404986528656,-0.93220339
320,Will Barton,-0.927267458,-0.683412556,56,17.73125,6.767857143,2.0,1.178571429,2.446428571,0.5,0.232142857,0.0030813425479085375,-0.6277376152487251,-0.857142857
321,Vlatko Cancar,-0.964905022,-0.684451714,60,14.81722222,4.95,1.333333333,0.716666667,2.133333333,0.366666667,0.233333333,0.09789885139458716,0.00028385695264010393,-0.616666667
322,Blake Griffin,-0.977686687,-0.685018147,41,13.87560976,4.146341463,1.487804878,0.56097561,3.780487805,0.341463415,0.219512195,-0.0993659755340875,0.02828130426608643,-0.536585366
323,Day'Ron Sharpe,-0.926391111,-0.685040744,48,11.51006944,4.729166667,0.770833333,0.125,4.166666667,0.3125,0.666666667,-0.16866554385350938,0.2428333674598331,-0.875
324,Haywood Highsmith,-0.933651484,-0.685877696,54,17.95,4.37037037,0.796296296,0.685185185,3.481481481,0.666666667,0.314814815,-0.16555100718573326,-0.1805613629222924,-0.833333333
325,Lindy Waters III,-1.024754775,-0.687402467,41,12.94308943,5.219512195,0.682926829,1.414634146,1.829268293,0.341463415,0.268292683,0.008018216519609414,-0.35789925886045293,-0.243902439
326,Chris Duarte,-0.926769997,-0.687575376,46,19.50434783,7.869565217,1.391304348,1.195652174,2.5,0.543478261,0.195652174,0.09964105959829259,-0.7697116029422633,-0.891304348
327,Romeo Langford,-0.956282387,-0.687707084,43,19.63410853,6.906976744,1.162790698,0.372093023,2.651162791,0.558139535,0.302325581,-0.11347694804594217,-0.05128458837756883,-0.697674419
328,Orlando Robinson,-0.986127122,-0.689763219,31,13.71290323,3.741935484,0.806451613,0.0,4.064516129,0.387096774,0.387096774,-0.07388523713315698,0.15042145880915425,-0.516129032
329,Danny Green,-0.929356987,-0.69227257,11,12.60909091,5.545454545,0.545454545,1.454545455,1.272727273,0.545454545,0.272727273,0.01967612218938912,-0.11900899381196951,-0.909090909
330,Dario Saric,-0.921078102,-0.692438344,57,14.1377193,6.350877193,1.298245614,0.789473684,3.631578947,0.350877193,0.122807018,0.060512949140662436,-0.08364496946593133,-0.964912281
331,Ochai Agbaji,-0.964808995,-0.694914353,59,20.49350282,7.915254237,1.13559322,1.372881356,2.050847458,0.271186441,0.254237288,0.03278265649341313,-0.31556976435573364,-0.694915254
332,Lamar Stevens,-1.010160317,-0.700255004,62,18.07096774,5.290322581,0.532258065,0.483870968,3.338709677,0.435483871,0.306451613,-0.07521082901713712,-0.12903900261047538,-0.435483871
333,Chimezie Metu,-1.00544116,-0.702714602,66,10.43787879,4.863636364,0.606060606,0.136363636,3.0,0.333333333,0.318181818,-0.04848596858401689,0.3760999793733991,-0.484848485
334,Jaden Hardy,-0.934242921,-0.703253555,48,14.75798611,8.75,1.354166667,1.3125,1.854166667,0.354166667,0.145833333,0.0645531282261051,-0.25847361994335105,-0.958333333
335,Cam Thomas,-0.912099709,-0.703377002,57,16.6245614,10.59649123,1.368421053,0.894736842,1.666666667,0.350877193,0.122807018,0.2571946989663761,-0.27925138184458476,-1.105263158
336,Austin Rivers,-1.018637715,-0.708710327,52,19.54262821,4.903846154,1.442307692,0.826923077,1.596153846,0.538461538,0.076923077,-0.010748915349867771,-0.16193158317704437,-0.442307692
337,Bruno Fernando,-0.9891027,-0.709244378,39,10.38803419,3.923076923,0.794871795,0.0,3.512820513,0.153846154,0.871794872,-0.10713161042283917,0.14671947524575707,-0.641025641
338,Svi Mykhailiuk,-0.974098634,-0.710597294,32,14.62083333,6.9375,1.65625,1.3125,1.65625,0.46875,0.125,-0.1424669867560351,-0.16548094279341072,-0.75
339,Sandro Mamukelashvili,-0.966604031,-0.712556425,43,15.33992248,6.11627907,1.441860465,0.697674419,4.302325581,0.325581395,0.279069767,-0.13169933525813182,-0.28860596156582263,-0.813953488
340,Kevin Knox,-0.973808404,-0.716223486,63,15.10608466,6.587301587,0.523809524,1.031746032,2.80952381,0.380952381,0.19047619,-0.016091418215617756,-0.09414345737664942,-0.793650794
341,Kai Jones,-0.992459771,-0.716661699,46,11.94782609,3.413043478,0.326086957,0.086956522,2.673913043,0.369565217,0.652173913,-0.029839762015716823,0.21557592068848103,-0.673913043
342,Christian Braun,-1.026271958,-0.717952211,76,15.54057018,4.736842105,0.776315789,0.447368421,2.381578947,0.539473684,0.223684211,-0.13352644724499074,0.07268271007816876,-0.460526316
343,Jeff Green,-0.976859526,-0.72268007,56,19.48392857,7.803571429,1.232142857,0.535714286,2.571428571,0.321428571,0.303571429,-0.0835148342667822,0.0709240331477705,-0.821428571
344,Damian Jones,-1.024820898,-0.730203055,41,11.64227642,3.463414634,0.365853659,0.243902439,2.975609756,0.195121951,0.512195122,-0.017641878480169754,0.3436622660437107,-0.56097561
345,Dewayne Dedmon,-1.012150011,-0.732004849,38,11.21535088,5.236842105,0.684210526,0.315789474,3.526315789,0.236842105,0.5,-0.1419623720432618,0.13605051629736178,-0.657894737
346,Saben Lee,-0.967961875,-0.733450628,25,14.93933333,6.04,2.68,0.44,1.8,0.76,0.04,-0.10652285658359792,-0.34236813865597376,-0.96
347,R.J. Hampton,-0.980734205,-0.735855311,47,15.94893617,6.425531915,1.14893617,0.872340426,1.85106383,0.574468085,0.191489362,-0.054271529079949435,-0.22850909542773531,-0.893617021
348,Aaron Holiday,-1.034814962,-0.740495738,63,13.41613757,3.920634921,1.412698413,0.571428571,1.174603175,0.587301587,0.19047619,0.030571349269519446,-0.20084281461104814,-0.571428571
349,Jaxson Hayes,-1.021448987,-0.740497035,47,12.97836879,4.957446809,0.723404255,0.063829787,2.808510638,0.425531915,0.404255319,-0.14969575397478585,0.2508817035197003,-0.659574468
350,Oshae Brissett,-1.043940213,-0.742089217,65,16.6625641,6.123076923,0.676923077,0.738461538,3.353846154,0.507692308,0.2,-0.14794746438927064,-0.44226140239777145,-0.523076923
351,Montrezl Harrell,-1.032446639,-0.744133967,57,11.94736842,5.614035088,0.578947368,0.0,2.789473684,0.298245614,0.438596491,-0.16034786429317877,0.4487641666953622,-0.614035088
352,Zeke Nnaji,-1.03907498,-0.746099147,53,13.73113208,5.226415094,0.339622642,0.320754717,2.603773585,0.320754717,0.433962264,-0.16190348494443307,0.3162944204313274,-0.58490566
353,Nikola Jovic,-1.030002461,-0.749056159,15,13.62666667,5.466666667,0.666666667,0.533333333,2.066666667,0.466666667,0.133333333,0.20748730221926964,-0.3215344603606363,-0.666666667
354,Garrison Mathews,-1.078058878,-0.749335591,54,12.70833333,4.759259259,0.481481481,1.166666667,1.351851852,0.444444444,0.092592593,0.11983665190311368,-0.41879398447213056,-0.351851852
355,Eugene Omoruyi,-1.004154419,-0.750793656,40,16.135,6.95,0.7,0.625,2.775,0.7,0.075,-0.19417998024966932,-0.18646661216426658,-0.85
356,Evan Fournier,-1.011581842,-0.752652809,27,16.98703704,6.111111111,1.333333333,1.296296296,1.814814815,0.592592593,0.111111111,0.057229045135006845,-0.8505747699526572,-0.814814815
357,David Roddy,-1.015483095,-0.756049266,70,17.97642857,6.657142857,0.842857143,0.928571429,2.757142857,0.414285714,0.271428571,-0.1418796091177001,-0.28274680638343863,-0.814285714
358,Rudy Gay,-1.041574467,-0.758539999,56,14.5639881,5.232142857,1.017857143,0.589285714,2.910714286,0.339285714,0.321428571,0.06438267575848765,-0.4915128981191872,-0.660714286
359,Justin Holiday,-1.071695907,-0.760719692,46,15.34891304,4.456521739,0.891304348,1.0,1.195652174,0.413043478,0.413043478,-0.027576114034279946,-0.4356948481393988,-0.47826087
360,Wesley Matthews,-1.092399942,-0.761315107,52,15.77788462,3.442307692,0.653846154,0.75,2.173076923,0.384615385,0.25,0.03962010812510923,-0.3482950668720093,-0.346153846
361,Davis Bertans,-1.117096349,-0.766561349,45,10.92888889,4.577777778,0.466666667,1.222222222,1.177777778,0.244444444,0.177777778,0.027701336927912976,-0.15802985506179137,-0.222222222
362,Cody Zeller,-1.012306388,-0.769273277,15,14.44111111,6.533333333,0.666666667,0.0,4.266666667,0.2,0.266666667,-0.22831286361141703,0.5955961392092713,-0.933333333
363,Kendrick Nunn,-1.014350781,-0.772374334,70,13.76261905,7.085714286,1.285714286,1.128571429,1.557142857,0.4,0.1,0.04105615881346403,-0.32947362471850644,-0.942857143
364,Duncan Robinson,-1.065105607,-0.780258956,42,16.44563492,6.380952381,1.095238095,1.5,1.642857143,0.333333333,0.0,0.09347607152927917,-0.5890458927802894,-0.666666667
365,Patty Mills,-1.0530292,-0.780757797,40,14.16583333,6.15,1.4,1.225,1.1,0.375,0.075,0.03732800765013225,-0.33551105826724437,-0.75
366,Ousmane Dieng,-1.073261034,-0.787508224,39,14.58247863,4.948717949,1.179487179,0.666666667,2.692307692,0.358974359,0.179487179,-0.07748566906093583,-0.25899890423533145,-0.666666667
367,Gorgui Dieng,-1.024744899,-0.793664893,31,11.5516129,3.903225806,1.709677419,0.677419355,3.451612903,0.129032258,0.451612903,-0.006010146221291237,-0.34375547972206744,-1.032258065
368,Raul Neto,-1.117060702,-0.803974413,48,10.52569444,3.270833333,1.645833333,0.25,0.958333333,0.354166667,0.083333333,0.09080978527961313,0.09736356958993184,-0.5
369,Kevon Harris,-1.099766707,-0.804460926,34,13.43970588,4.147058824,0.470588235,0.470588235,2.058823529,0.5,0.147058824,-0.033119673544540186,-0.11469002937512993,-0.617647059
370,Juan Hernangomez,-1.139805168,-0.804934416,42,14.60714286,2.904761905,0.595238095,0.404761905,2.928571429,0.380952381,0.142857143,-0.08421434520411042,-0.14831743282451468,-0.357142857
371,Markieff Morris,-1.116113925,-0.805058563,35,10.1452381,3.771428571,0.885714286,0.8,2.028571429,0.257142857,0.142857143,0.06183924116665152,-0.22014366127674023,-0.514285714
372,Admiral Schofield,-1.134597611,-0.810454594,37,12.19504505,4.189189189,0.837837838,0.648648649,1.675675676,0.216216216,0.135135135,0.08048807850675999,-0.08202430856368326,-0.432432432
373,McKinley Wright,-1.096198206,-0.812889455,27,12.40864198,4.222222222,2.148148148,0.333333333,1.740740741,0.296296296,0.185185185,-0.06991446197499261,-0.02289621813552757,-0.703703704
374,Josh Christopher,-1.063215531,-0.815087519,64,12.28359375,5.8125,1.140625,0.328125,1.109375,0.515625,0.234375,-0.031464990124834696,-0.054749217614977495,-0.9375
375,Danuel House,-1.137089644,-0.816963592,56,14.40892857,4.785714286,0.785714286,0.660714286,1.678571429,0.25,0.160714286,-0.0359599886997128,-0.012715923391996698,-0.464285714
376,John Butler Jr,-1.199884193,-0.817289539,19,11.6377193,2.368421053,0.578947368,0.421052632,0.894736842,0.368421053,0.473684211,-0.007065822350888351,-0.43220434342634784,-0.052631579
377,Moses Moody,-1.131188025,-0.821881283,63,12.97010582,4.793650794,0.80952381,0.777777778,1.666666667,0.285714286,0.111111111,-0.07188604364451875,0.0002703399549060554,-0.53968254
378,Payton Pritchard,-1.090262819,-0.825087772,48,13.38993056,5.625,1.333333333,1.166666667,1.833333333,0.291666667,0.020833333,-0.011187552033198118,-0.3238644727084505,-0.833333333
379,Jared Rhoden,-1.187087053,-0.827705458,14,14.13214286,3.214285714,0.285714286,0.357142857,2.642857143,0.285714286,0.071428571,0.09275886174997729,-0.28075853373742005,-0.214285714
380,Malachi Flynn,-1.149750061,-0.829216495,53,13.0336478,4.641509434,1.320754717,0.886792453,1.433962264,0.396226415,0.075471698,-0.016180521467858172,-0.5305359823722308,-0.471698113
381,Miles McBride,-1.163733144,-0.830717158,64,11.87526042,3.46875,1.125,0.625,0.78125,0.578125,0.125,-0.0767129928686343,-0.394915902688644,-0.390625
382,Ziaire Williams,-1.073731541,-0.832860153,37,15.1545045,5.675675676,0.945945946,0.675675676,2.135135135,0.378378378,0.162162162,-0.006442660245729328,-0.24963231553172863,-1.0
383,Kessler Edwards,-1.169478867,-0.833236767,35,11.02,2.857142857,0.657142857,0.485714286,1.742857143,0.4,0.171428571,-0.021526852792879844,-0.23542052610000874,-0.371428571
384,Max Christie,-1.181547575,-0.83663734,41,12.49756098,3.12195122,0.512195122,0.634146341,1.829268293,0.219512195,0.170731707,0.035682865859112574,-0.15667719547046757,-0.317073171
385,Taj Gibson,-1.147618264,-0.836753403,48,10.01006944,3.5,0.708333333,0.166666667,1.9375,0.3125,0.25,-0.06061732436651242,0.11537526894556727,-0.541666667
386,MarJon Beauchamp,-1.098613842,-0.836831452,52,13.48685897,5.115384615,0.673076923,0.903846154,2.211538462,0.403846154,0.134615385,-0.03830419746574617,-0.3768096731001294,-0.865384615
387,Juan Toscano-Anderson,-1.131453182,-0.837506359,52,13.46185897,2.980769231,1.25,0.153846154,2.384615385,0.307692308,0.192307692,0.003740312711513996,-0.07739448400907607,-0.653846154
388,J.T. Thor,-1.135366077,-0.838805429,69,14.03961353,3.797101449,0.52173913,0.565217391,2.202898551,0.31884058,0.333333333,-0.05547021473376344,-0.2639945418578637,-0.637681159
389,Caleb Houstan,-1.182458194,-0.842281826,51,15.9248366,3.784313725,0.588235294,0.901960784,1.941176471,0.235294118,0.137254902,0.017566121223699566,-0.40346378704073266,-0.352941176
390,Simone Fontecchio,-1.132630895,-0.851514859,52,14.72564103,6.307692308,0.807692308,1.211538462,1.653846154,0.288461538,0.153846154,0.010062367500883788,-0.6426369163834387,-0.75
391,Jake LaRavia,-1.170370807,-0.853286902,35,11.8352381,3.0,0.6,0.685714286,1.8,0.342857143,0.114285714,-0.001487540090556812,-0.23403172024406355,-0.514285714
392,Derrick Rose,-1.129494991,-0.857464497,27,12.51358025,5.62962963,1.703703704,0.703703704,1.481481481,0.259259259,0.185185185,0.05915733810388399,-0.5420610199791581,-0.814814815
393,Brandon Boston Jr.,-1.173232573,-0.860032288,22,11.28787879,6.5,0.909090909,0.545454545,1.363636364,0.409090909,0.0,-0.03524458740625176,-0.3197681539342403,-0.545454545
394,Jeff Dowtin Jr,-1.227047429,-0.861300063,25,10.348,2.44,1.24,0.2,0.92,0.36,0.12,-0.042082556087936526,-0.08458664506570673,-0.2
395,TyTy Washington,-1.191102422,-0.863266641,31,13.95860215,4.677419355,1.516129032,0.612903226,1.451612903,0.483870968,0.064516129,-0.1323912193659601,-0.5842368863988144,-0.451612903
396,Goran Dragic,-1.097760213,-0.865839756,58,15.00028736,6.293103448,2.603448276,0.896551724,1.396551724,0.224137931,0.068965517,-0.0734537848479554,-0.31651940577330323,-1.086206897
397,Serge Ibaka,-1.159975423,-0.867396037,16,11.584375,4.125,0.25,0.375,2.75,0.125,0.4375,-0.1366446584206901,0.01952634690931572,-0.6875
398,James Bouknight,-1.128088084,-0.873247603,34,15.16078431,5.617647059,1.205882353,0.970588235,2.117647059,0.411764706,0.147058824,-0.10314351980274512,-0.6708620040898571,-0.941176471
399,Johnny Davis,-1.184762447,-0.878596716,28,15.09166667,5.821428571,1.0,0.607142857,2.321428571,0.357142857,0.285714286,-0.2555782750169602,-0.5479999424488957,-0.607142857
400,Isaiah Roby,-1.172319959,-0.885189252,42,11.2765873,4.095238095,0.904761905,0.428571429,2.547619048,0.428571429,0.166666667,-0.28871592621650893,-0.16030628374690647,-0.738095238
401,Jabari Walker,-1.208109299,-0.887313662,56,11.05595238,3.857142857,0.607142857,0.285714286,2.339285714,0.178571429,0.232142857,-0.022505705476147053,-0.19978192127781313,-0.517857143
402,Johnny Juzang,-1.267255848,-0.89254751,18,12.90277778,4.833333333,0.444444444,0.833333333,2.166666667,0.222222222,0.166666667,-0.06301392352213207,-0.8040207340297908,-0.166666667
403,Bryce McGowens,-1.151156565,-0.89289102,46,17.1076087,5.347826087,1.173913043,0.565217391,2.02173913,0.326086957,0.130434783,-0.05836983676061277,-0.34979502461332657,-0.934782609
404,Anthony Gill,-1.259747271,-0.897677835,59,10.58446328,3.305084746,0.576271186,0.06779661,1.677966102,0.118644068,0.203389831,-0.059299964947069995,0.13912104489926677,-0.254237288
405,Daishen Nix,-1.073012545,-0.90080406,57,16.04035088,3.964912281,2.315789474,0.701754386,1.719298246,0.543859649,0.122807018,-0.07382904572524275,-0.5568408333745815,-1.50877193
406,Keon Johnson,-1.156821767,-0.916828213,40,10.40666667,4.725,1.475,0.7,1.1,0.475,0.15,-0.1281517229114859,-0.44184674215105046,-1.075
407,Bryn Forbes,-1.24709015,-0.916860123,25,10.70866667,3.56,0.68,0.56,0.6,0.28,0.08,0.1298624063201058,-0.3793103775855026,-0.48
408,Trent Forrest,-1.225630859,-0.920994429,23,12.04130435,2.260869565,1.652173913,0.0,1.608695652,0.304347826,0.086956522,-0.015247302976153693,-0.15398929493905525,-0.652173913
409,Frank Ntilikina,-1.236743489,-0.926133709,47,12.9248227,2.872340426,1.234042553,0.361702128,1.319148936,0.340425532,0.14893617,-0.08207590731344896,-0.3147203897631238,-0.617021277
410,Duane Washington,-1.176247619,-0.937030823,31,12.70430108,7.870967742,2.032258065,1.290322581,1.161290323,0.193548387,0.129032258,-0.09050012057396827,-0.8960693407287961,-1.096774194
411,Blake Wesley,-1.100384939,-0.958563704,37,18.08288288,4.972972973,2.648648649,0.540540541,2.189189189,0.675675676,0.135135135,-0.22910153687865764,-0.8993139919772047,-1.756756757
412,Amir Coffey,-1.317021415,-0.970933181,50,12.50366667,3.44,1.06,0.22,1.06,0.14,0.1,-0.007288946447777793,-0.25951809921866204,-0.42
