Name,PuntV,LeagV,Punt+,Team,Pos,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g
Doug McDermott,-0.896331964,-0.662534036,-0.233797928,SAS,PF,64,20.53567708,10.21875,1.921875,2.171875,1.421875,0.203125,0.09375,0.456978967,8.171875,0.757142857,1.09375,0.90625
Christian Koloko,-0.983348298,-0.664201531,-0.319146767,TOR,C,58,13.82528736,3.137931034,0.017241379,2.948275862,0.534482759,0.362068966,0.982758621,0.48,2.586206897,0.627118644,1.017241379,0.344827586
Dru Smith,-1.006126028,-0.664925484,-0.341200544,BKN,SG,15,10.56,2.933333333,0.333333333,1.6,1.466666667,0.666666667,0.266666667,0.4,3,1,0.2,0.2
Dyson Daniels,-0.890751457,-0.66564166,-0.225109797,NOR,SG/SF,59,17.66073446,3.847457627,0.457627119,3.186440678,2.271186441,0.728813559,0.186440678,0.418269231,3.525423729,0.65,0.677966102,0.966101695
Rodney McGruder,-0.987676675,-0.667903717,-0.319772958,DET,SG/SF,32,16.37135417,5.71875,1.28125,2.3125,0.875,0.5,0.03125,0.407894737,4.75,0.818181818,0.6875,0.34375
Jock Landale,-0.911785214,-0.66937147,-0.242413743,PHO,C,69,14.18236715,6.608695652,0.304347826,4.057971014,0.985507246,0.231884058,0.434782609,0.528189911,4.884057971,0.752380952,1.52173913,0.855072464
John Wall,-0.685493355,-0.670137499,-0.015355856,FA,PG,34,22.19901961,11.35294118,0.970588235,2.705882353,5.235294118,0.794117647,0.352941176,0.408284024,9.941176471,0.681415929,3.323529412,2.352941176
Nassir Little,-0.945738149,-0.674154548,-0.2715836,POR,SF/PF,54,18.07438272,6.648148148,1.074074074,2.611111111,0.925925926,0.37037037,0.37037037,0.442244224,5.611111111,0.717391304,0.851851852,0.666666667
Davion Mitchell,-0.929878631,-0.674660652,-0.255217979,SAC,PG/SG,80,18.085625,5.625,0.7875,1.3125,2.3125,0.55,0.1875,0.453634085,4.9875,0.806451613,0.3875,0.775
DeAndre Jordan,-0.864650309,-0.678118114,-0.186532195,DEN,C,39,15.02179487,5.102564103,0.025641026,5.179487179,0.871794872,0.307692308,0.58974359,0.765217391,2.948717949,0.458333333,1.230769231,1.230769231
Tre Mann,-0.913974234,-0.680793874,-0.23318036,OKC,PG/SG,67,17.66094527,7.71641791,1.208955224,2.313432836,1.791044776,0.597014925,0.164179104,0.393213573,7.47761194,0.763636364,0.820895522,0.925373134
Darius Bazley,-0.959478302,-0.681143169,-0.278335133,PHO,SF/PF,43,14.32790698,5.209302326,0.465116279,3.209302326,0.88372093,0.511627907,0.790697674,0.453551913,4.255813953,0.542857143,1.627906977,0.627906977
Nickeil Alexander-Walker,-0.913994596,-0.681732699,-0.232261897,MIN,SG/SF,59,14.97570621,6.152542373,1.033898305,1.711864407,1.830508475,0.542372881,0.355932203,0.444067797,5,0.666666667,1.016949153,0.93220339
Will Barton,-0.927267458,-0.683412556,-0.243854902,TOR,SG/SF,56,17.73125,6.767857143,1.178571429,2.446428571,2,0.5,0.232142857,0.379120879,6.5,0.787234043,0.839285714,0.857142857
Vlatko Cancar,-0.964905022,-0.684451714,-0.280453308,DEN,PF/C,60,14.81722222,4.95,0.716666667,2.133333333,1.333333333,0.366666667,0.233333333,0.475770925,3.783333333,0.926829268,0.683333333,0.616666667
Blake Griffin,-0.977686687,-0.685018147,-0.29266854,BOS,PF/C,41,13.87560976,4.146341463,0.56097561,3.780487805,1.487804878,0.341463415,0.219512195,0.484615385,3.170731707,0.65625,0.780487805,0.536585366
Day'Ron Sharpe,-0.926391111,-0.685040744,-0.241350367,BKN,PF/C,48,11.51006944,4.729166667,0.125,4.166666667,0.770833333,0.3125,0.666666667,0.543859649,3.5625,0.636363636,1.145833333,0.875
Haywood Highsmith,-0.933651484,-0.685877696,-0.247773788,MIA,PF,54,17.95,4.37037037,0.685185185,3.481481481,0.796296296,0.666666667,0.314814815,0.430555556,4,0.464285714,0.518518519,0.833333333
Lindy Waters III,-1.024754775,-0.687402467,-0.337352308,OKC,SG/SF,41,12.94308943,5.219512195,1.414634146,1.829268293,0.682926829,0.341463415,0.268292683,0.393258427,4.341463415,0.8,0.487804878,0.243902439
Chris Duarte,-0.926769997,-0.687575376,-0.239194622,IND,SG/SF,46,19.50434783,7.869565217,1.195652174,2.5,1.391304348,0.543478261,0.195652174,0.369369369,7.239130435,0.847222222,1.565217391,0.891304348
Romeo Langford,-0.956282387,-0.687707084,-0.268575303,SAS,SG/SF,43,19.63410853,6.906976744,0.372093023,2.651162791,1.162790698,0.558139535,0.302325581,0.467181467,6.023255814,0.696428571,1.302325581,0.697674419
Orlando Robinson,-0.986127122,-0.689763219,-0.296363902,MIA,PF,31,13.71290323,3.741935484,0,4.064516129,0.806451613,0.387096774,0.387096774,0.528089888,2.870967742,0.709677419,1,0.516129032
Danny Green,-0.929356987,-0.69227257,-0.237084417,CLE,SF,11,12.60909091,5.545454545,1.454545455,1.272727273,0.545454545,0.545454545,0.272727273,0.448979592,4.454545455,1,0.090909091,0.909090909
Dario Saric,-0.921078102,-0.692438344,-0.228639759,OKC,PF/C,57,14.1377193,6.350877193,0.789473684,3.631578947,1.298245614,0.350877193,0.122807018,0.458483755,4.859649123,0.828947368,1.333333333,0.964912281
Ochai Agbaji,-0.964808995,-0.694914353,-0.269894643,UTA,SG/SF,59,20.49350282,7.915254237,1.372881356,2.050847458,1.13559322,0.271186441,0.254237288,0.42746114,6.542372881,0.811594203,1.169491525,0.694915254
Lamar Stevens,-1.010160317,-0.700255004,-0.309905314,CLE,SG/SF,62,18.07096774,5.290322581,0.483870968,3.338709677,0.532258065,0.435483871,0.306451613,0.447916667,4.64516129,0.701754386,0.919354839,0.435483871
Chimezie Metu,-1.00544116,-0.702714602,-0.302726559,SAC,PF/C,66,10.43787879,4.863636364,0.136363636,3,0.606060606,0.333333333,0.318181818,0.589041096,3.318181818,0.739726027,1.106060606,0.484848485
Jaden Hardy,-0.934242921,-0.703253555,-0.230989366,DAL,PG,48,14.75798611,8.75,1.3125,1.854166667,1.354166667,0.354166667,0.145833333,0.438438438,6.9375,0.82278481,1.645833333,0.958333333
Cam Thomas,-0.912099709,-0.703377002,-0.208722707,BKN,SG/SF,57,16.6245614,10.59649123,0.894736842,1.666666667,1.368421053,0.350877193,0.122807018,0.440789474,8,0.867816092,3.052631579,1.105263158
Austin Rivers,-1.018637715,-0.708710327,-0.309927388,MIN,SG/SF,52,19.54262821,4.903846154,0.826923077,1.596153846,1.442307692,0.538461538,0.076923077,0.435406699,4.019230769,0.769230769,0.75,0.442307692
Bruno Fernando,-0.9891027,-0.709244378,-0.279858322,ATL,C,39,10.38803419,3.923076923,0,3.512820513,0.794871795,0.153846154,0.871794872,0.526785714,2.871794872,0.7,1.282051282,0.641025641
Svi Mykhailiuk,-0.974098634,-0.710597294,-0.26350134,CHA,SG/SF,32,14.62083333,6.9375,1.3125,1.65625,1.65625,0.46875,0.125,0.445086705,5.40625,0.666666667,1.21875,0.75
Sandro Mamukelashvili,-0.966604031,-0.712556425,-0.254047606,SAS,PF/C,43,15.33992248,6.11627907,0.697674419,4.302325581,1.441860465,0.325581395,0.279069767,0.42173913,5.348837209,0.684210526,1.325581395,0.813953488
Kevin Knox,-0.973808404,-0.716223486,-0.257584918,POR,SF/PF,63,15.10608466,6.587301587,1.031746032,2.80952381,0.523809524,0.380952381,0.19047619,0.457831325,5.26984127,0.766666667,0.952380952,0.793650794
Kai Jones,-0.992459771,-0.716661699,-0.275798072,CHA,PF/C,46,11.94782609,3.413043478,0.086956522,2.673913043,0.326086957,0.369565217,0.652173913,0.558333333,2.608695652,0.730769231,0.565217391,0.673913043
Christian Braun,-1.026271958,-0.717952211,-0.308319747,DEN,SG/SF,76,15.54057018,4.736842105,0.447368421,2.381578947,0.776315789,0.539473684,0.223684211,0.494809689,3.802631579,0.625,0.842105263,0.460526316
Jeff Green,-0.976859526,-0.72268007,-0.254179456,DEN,PF/C,56,19.48392857,7.803571429,0.535714286,2.571428571,1.232142857,0.321428571,0.303571429,0.487804878,5.857142857,0.743589744,2.089285714,0.821428571
Damian Jones,-1.024820898,-0.730203055,-0.294617843,UTA,C,41,11.64227642,3.463414634,0.243902439,2.975609756,0.365853659,0.195121951,0.512195122,0.639534884,2.097560976,0.75862069,0.707317073,0.56097561
Dewayne Dedmon,-1.012150011,-0.732004849,-0.280145162,PHI,C,38,11.21535088,5.236842105,0.315789474,3.526315789,0.684210526,0.236842105,0.5,0.509933775,3.973684211,0.673469388,1.289473684,0.657894737
Saben Lee,-0.967961875,-0.733450628,-0.234511248,PHO,PG,25,14.93933333,6.04,0.44,1.8,2.68,0.76,0.04,0.404958678,4.84,0.736842105,2.28,0.96
R.J. Hampton,-0.980734205,-0.735855311,-0.244878894,DET,PG/SG,47,15.94893617,6.425531915,0.872340426,1.85106383,1.14893617,0.574468085,0.191489362,0.430379747,5.042553191,0.75,1.617021277,0.893617021
Aaron Holiday,-1.034814962,-0.740495738,-0.294319224,ATL,PG,63,13.41613757,3.920634921,0.571428571,1.174603175,1.412698413,0.587301587,0.19047619,0.418181818,3.492063492,0.84375,0.507936508,0.571428571
Jaxson Hayes,-1.021448987,-0.740497035,-0.280951952,NOR,PF/C,47,12.97836879,4.957446809,0.063829787,2.808510638,0.723404255,0.425531915,0.404255319,0.551282051,3.319148936,0.698795181,1.765957447,0.659574468
Oshae Brissett,-1.043940213,-0.742089217,-0.301850996,IND,SF/PF,65,16.6625641,6.123076923,0.738461538,3.353846154,0.676923077,0.507692308,0.2,0.385579937,4.907692308,0.717241379,2.230769231,0.523076923
Montrezl Harrell,-1.032446639,-0.744133967,-0.288312672,PHI,PF/C,57,11.94736842,5.614035088,0,2.789473684,0.578947368,0.298245614,0.438596491,0.598086124,3.666666667,0.693069307,1.771929825,0.614035088
Zeke Nnaji,-1.03907498,-0.746099147,-0.292975833,DEN,PF/C,53,13.73113208,5.226415094,0.320754717,2.603773585,0.339622642,0.320754717,0.433962264,0.56122449,3.698113208,0.64516129,1.169811321,0.58490566
Nikola Jovic,-1.030002461,-0.749056159,-0.280946302,MIA,SF,15,13.62666667,5.466666667,0.533333333,2.066666667,0.666666667,0.466666667,0.133333333,0.405797101,4.6,0.947368421,1.266666667,0.666666667
Garrison Mathews,-1.078058878,-0.749335591,-0.328723286,ATL,SG/SF,54,12.70833333,4.759259259,1.166666667,1.351851852,0.481481481,0.444444444,0.092592593,0.36318408,3.722222222,0.905660377,0.981481481,0.351851852
Eugene Omoruyi,-1.004154419,-0.750793656,-0.253360762,DET,SG,40,16.135,6.95,0.625,2.775,0.7,0.7,0.075,0.442982456,5.7,0.68,1.875,0.85
Evan Fournier,-1.011581842,-0.752652809,-0.258929033,NYK,SG/SF,27,16.98703704,6.111111111,1.296296296,1.814814815,1.333333333,0.592592593,0.111111111,0.337349398,6.148148148,0.857142857,0.777777778,0.814814815
David Roddy,-1.015483095,-0.756049266,-0.259433829,MEM,SF/PF,70,17.97642857,6.657142857,0.928571429,2.757142857,0.842857143,0.414285714,0.271428571,0.428571429,6,0.630769231,0.928571429,0.814285714
Rudy Gay,-1.041574467,-0.758539999,-0.283034468,UTA,PF/C,56,14.5639881,5.232142857,0.589285714,2.910714286,1.017857143,0.339285714,0.321428571,0.379790941,5.125,0.857142857,0.875,0.660714286
Justin Holiday,-1.071695907,-0.760719692,-0.310976215,DAL,SG/SF,46,15.34891304,4.456521739,1,1.195652174,0.891304348,0.413043478,0.413043478,0.37745098,4.434782609,0.625,0.173913043,0.47826087
Wesley Matthews,-1.092399942,-0.761315107,-0.331084835,MIL,SG/SF,52,15.77788462,3.442307692,0.75,2.173076923,0.653846154,0.384615385,0.25,0.3625,3.076923077,0.857142857,0.538461538,0.346153846
Davis Bertans,-1.117096349,-0.766561349,-0.350535,DAL,PF/C,45,10.92888889,4.577777778,1.222222222,1.177777778,0.466666667,0.244444444,0.177777778,0.43125,3.555555556,0.866666667,0.333333333,0.222222222
Cody Zeller,-1.012306388,-0.769273277,-0.243033112,MIA,C,15,14.44111111,6.533333333,0,4.266666667,0.666666667,0.2,0.266666667,0.627118644,3.933333333,0.685714286,2.333333333,0.933333333
Kendrick Nunn,-1.014350781,-0.772374334,-0.241976446,WAS,PG/SG,70,13.76261905,7.085714286,1.128571429,1.557142857,1.285714286,0.4,0.1,0.424444444,6.428571429,0.853658537,0.585714286,0.942857143
Duncan Robinson,-1.065105607,-0.780258956,-0.284846651,MIA,SG/SF/PF,42,16.44563492,6.380952381,1.5,1.642857143,1.095238095,0.333333333,0,0.371308017,5.642857143,0.90625,0.761904762,0.666666667
Patty Mills,-1.0530292,-0.780757797,-0.272271403,BKN,PG/SG,40,14.16583333,6.15,1.225,1.1,1.4,0.375,0.075,0.411483254,5.225,0.833333333,0.75,0.75
Ousmane Dieng,-1.073261034,-0.787508224,-0.28575281,OKC,SF/PF,39,14.58247863,4.948717949,0.666666667,2.692307692,1.179487179,0.358974359,0.179487179,0.419889503,4.641025641,0.652173913,0.58974359,0.666666667
Gorgui Dieng,-1.024744899,-0.793664893,-0.231080006,SAS,C,31,11.5516129,3.903225806,0.677419355,3.451612903,1.709677419,0.129032258,0.451612903,0.384615385,3.774193548,0.769230769,0.419354839,1.032258065
Raul Neto,-1.117060702,-0.803974413,-0.313086289,CLE,PG,48,10.52569444,3.270833333,0.25,0.958333333,1.645833333,0.354166667,0.083333333,0.518181818,2.291666667,0.911764706,0.708333333,0.5
Kevon Harris,-1.099766707,-0.804460926,-0.295305782,ORL,SG/SF,34,13.43970588,4.147058824,0.470588235,2.058823529,0.470588235,0.5,0.147058824,0.439252336,3.147058824,0.756097561,1.205882353,0.617647059
Juan Hernangomez,-1.139805168,-0.804934416,-0.334870752,FA,PF/C,42,14.60714286,2.904761905,0.404761905,2.928571429,0.595238095,0.380952381,0.142857143,0.421052632,2.714285714,0.5625,0.380952381,0.357142857
Markieff Morris,-1.116113925,-0.805058563,-0.311055362,DAL,PF/C,35,10.1452381,3.771428571,0.8,2.028571429,0.885714286,0.257142857,0.142857143,0.408695652,3.285714286,1,0.285714286,0.514285714
Admiral Schofield,-1.134597611,-0.810454594,-0.324143017,ORL,SF/PF,37,12.19504505,4.189189189,0.648648649,1.675675676,0.837837838,0.216216216,0.135135135,0.450819672,3.297297297,0.913043478,0.621621622,0.432432432
McKinley Wright,-1.096198206,-0.812889455,-0.283308751,DAL,PG,27,12.40864198,4.222222222,0.333333333,1.740740741,2.148148148,0.296296296,0.185185185,0.469387755,3.62962963,0.684210526,0.703703704,0.703703704
Josh Christopher,-1.063215531,-0.815087519,-0.248128012,HOU,SG,64,12.28359375,5.8125,0.328125,1.109375,1.140625,0.515625,0.234375,0.465045593,5.140625,0.75,0.9375,0.9375
Danuel House,-1.137089644,-0.816963592,-0.320126052,PHI,SF,56,14.40892857,4.785714286,0.660714286,1.678571429,0.785714286,0.25,0.160714286,0.472081218,3.517857143,0.75,1.071428571,0.464285714
John Butler Jr,-1.199884193,-0.817289539,-0.382594654,POR,C,19,11.6377193,2.368421053,0.421052632,0.894736842,0.578947368,0.368421053,0.473684211,0.320754717,2.789473684,0.75,0.210526316,0.052631579
Moses Moody,-1.131188025,-0.821881283,-0.309306742,GSW,SG/SF,63,12.97010582,4.793650794,0.777777778,1.666666667,0.80952381,0.285714286,0.111111111,0.475770925,3.603174603,0.698113208,0.841269841,0.53968254
Payton Pritchard,-1.090262819,-0.825087772,-0.265175047,BOS,PG,48,13.38993056,5.625,1.166666667,1.833333333,1.333333333,0.291666667,0.020833333,0.412244898,5.104166667,0.75,0.333333333,0.833333333
Jared Rhoden,-1.187087053,-0.827705458,-0.359381594,DET,SG,14,14.13214286,3.214285714,0.357142857,2.642857143,0.285714286,0.285714286,0.071428571,0.386363636,3.142857143,1,0.428571429,0.214285714
Malachi Flynn,-1.149750061,-0.829216495,-0.320533566,TOR,PG,53,13.0336478,4.641509434,0.886792453,1.433962264,1.320754717,0.396226415,0.075471698,0.359504132,4.566037736,0.757575758,0.622641509,0.471698113
Miles McBride,-1.163733144,-0.830717158,-0.333015986,NYK,PG,64,11.87526042,3.46875,0.625,0.78125,1.125,0.578125,0.125,0.358139535,3.359375,0.666666667,0.65625,0.390625
Ziaire Williams,-1.073731541,-0.832860153,-0.240871389,MEM,SF,37,15.1545045,5.675675676,0.675675676,2.135135135,0.945945946,0.378378378,0.162162162,0.428571429,5.297297297,0.772727273,0.594594595,1
Kessler Edwards,-1.169478867,-0.833236767,-0.3362421,SAC,SF/PF,35,11.02,2.857142857,0.485714286,1.742857143,0.657142857,0.4,0.171428571,0.387096774,2.657142857,0.733333333,0.428571429,0.371428571
Max Christie,-1.181547575,-0.83663734,-0.344910235,LAL,SG,41,12.49756098,3.12195122,0.634146341,1.829268293,0.512195122,0.219512195,0.170731707,0.41509434,2.585365854,0.875,0.390243902,0.317073171
Taj Gibson,-1.147618264,-0.836753403,-0.310864862,WAS,PF/C,48,10.01006944,3.5,0.166666667,1.9375,0.708333333,0.3125,0.25,0.52,2.604166667,0.714285714,0.875,0.541666667
MarJon Beauchamp,-1.098613842,-0.836831452,-0.261782391,MIL,SG/SF/PF,52,13.48685897,5.115384615,0.903846154,2.211538462,0.673076923,0.403846154,0.134615385,0.395061728,4.673076923,0.72972973,0.711538462,0.865384615
Juan Toscano-Anderson,-1.131453182,-0.837506359,-0.293946823,UTA,SF/PF,52,13.46185897,2.980769231,0.153846154,2.384615385,1.25,0.307692308,0.192307692,0.447552448,2.75,0.791666667,0.461538462,0.653846154
J.T. Thor,-1.135366077,-0.838805429,-0.296560648,CHA,SF/PF,69,14.03961353,3.797101449,0.565217391,2.202898551,0.52173913,0.31884058,0.333333333,0.399159664,3.449275362,0.70212766,0.68115942,0.637681159
Caleb Houstan,-1.182458194,-0.842281826,-0.340176368,ORL,SF,51,15.9248366,3.784313725,0.901960784,1.941176471,0.588235294,0.235294118,0.137254902,0.362637363,3.568627451,0.833333333,0.352941176,0.352941176
Simone Fontecchio,-1.132630895,-0.851514859,-0.281116036,UTA,SF,52,14.72564103,6.307692308,1.211538462,1.653846154,0.807692308,0.288461538,0.153846154,0.368589744,6,0.795454545,0.846153846,0.75
Jake LaRavia,-1.170370807,-0.853286902,-0.317083904,MEM,SF/PF,35,11.8352381,3,0.685714286,1.8,0.6,0.342857143,0.114285714,0.389473684,2.714285714,0.777777778,0.257142857,0.514285714
Derrick Rose,-1.129494991,-0.857464497,-0.272030494,NYK,PG,27,12.51358025,5.62962963,0.703703704,1.481481481,1.703703704,0.259259259,0.185185185,0.383647799,5.888888889,0.916666667,0.444444444,0.814814815
Brandon Boston Jr.,-1.173232573,-0.860032288,-0.313200286,LAC,SF,22,11.28787879,6.5,0.545454545,1.363636364,0.909090909,0.409090909,0,0.418032787,5.545454545,0.763157895,1.727272727,0.545454545
Jeff Dowtin Jr,-1.227047429,-0.861300063,-0.365747366,TOR,PG,25,10.348,2.44,0.2,0.92,1.24,0.36,0.12,0.438596491,2.28,0.666666667,0.36,0.2
TyTy Washington,-1.191102422,-0.863266641,-0.327835781,HOU,PG,31,13.95860215,4.677419355,0.612903226,1.451612903,1.516129032,0.483870968,0.064516129,0.3625,5.161290323,0.555555556,0.580645161,0.451612903
Goran Dragic,-1.097760213,-0.865839756,-0.231920457,MIL,PG/SG,58,15.00028736,6.293103448,0.896551724,1.396551724,2.603448276,0.224137931,0.068965517,0.420895522,5.775862069,0.688888889,0.775862069,1.086206897
Serge Ibaka,-1.159975423,-0.867396037,-0.292579386,FA,PF/C,16,11.584375,4.125,0.375,2.75,0.25,0.125,0.4375,0.481481481,3.375,0.615384615,0.8125,0.6875
James Bouknight,-1.128088084,-0.873247603,-0.254840481,CHA,PG/SG,34,15.16078431,5.617647059,0.970588235,2.117647059,1.205882353,0.411764706,0.147058824,0.357512953,5.676470588,0.666666667,0.882352941,0.941176471
Johnny Davis,-1.184762447,-0.878596716,-0.306165731,WAS,SG/SF,28,15.09166667,5.821428571,0.607142857,2.321428571,1,0.357142857,0.285714286,0.385964912,6.107142857,0.518518519,0.964285714,0.607142857
Isaiah Roby,-1.172319959,-0.885189252,-0.287130707,NYK,PF/C,42,11.2765873,4.095238095,0.428571429,2.547619048,0.904761905,0.428571429,0.166666667,0.432258065,3.69047619,0.487804878,0.976190476,0.738095238
Jabari Walker,-1.208109299,-0.887313662,-0.320795638,POR,PF,56,11.05595238,3.857142857,0.285714286,2.339285714,0.607142857,0.178571429,0.232142857,0.419191919,3.535714286,0.755555556,0.803571429,0.517857143
Johnny Juzang,-1.267255848,-0.89254751,-0.374708338,UTA,SG,18,12.90277778,4.833333333,0.833333333,2.166666667,0.444444444,0.222222222,0.166666667,0.336538462,5.777777778,0.5,0.222222222,0.166666667
Bryce McGowens,-1.151156565,-0.89289102,-0.258265545,CHA,SG/SF,46,17.1076087,5.347826087,0.565217391,2.02173913,1.173913043,0.326086957,0.130434783,0.396039604,4.391304348,0.75,1.739130435,0.934782609
Anthony Gill,-1.259747271,-0.897677835,-0.362069436,WAS,PF/C,59,10.58446328,3.305084746,0.06779661,1.677966102,0.576271186,0.118644068,0.203389831,0.537878788,2.237288136,0.731343284,1.13559322,0.254237288
Daishen Nix,-1.073012545,-0.90080406,-0.172208485,HOU,SG,57,16.04035088,3.964912281,0.701754386,1.719298246,2.315789474,0.543859649,0.122807018,0.341772152,4.157894737,0.666666667,0.631578947,1.50877193
Keon Johnson,-1.156821767,-0.916828213,-0.239993554,POR,SG/SF,40,10.40666667,4.725,0.7,1.1,1.475,0.475,0.15,0.376404494,4.45,0.658536585,1.025,1.075
Bryn Forbes,-1.24709015,-0.916860123,-0.330230028,FA,PG/SG,25,10.70866667,3.56,0.56,0.6,0.68,0.28,0.08,0.361445783,3.32,1,0.6,0.48
Trent Forrest,-1.225630859,-0.920994429,-0.304636429,ATL,SG,23,12.04130435,2.260869565,0,1.608695652,1.652173913,0.304347826,0.086956522,0.416666667,2.608695652,0.666666667,0.130434783,0.652173913
Frank Ntilikina,-1.236743489,-0.926133709,-0.31060978,DAL,PG/SG,47,12.9248227,2.872340426,0.361702128,1.319148936,1.234042553,0.340425532,0.14893617,0.363636364,2.808510638,0.666666667,0.70212766,0.617021277
Duane Washington,-1.176247619,-0.937030823,-0.239216797,NYK,PG,31,12.70430108,7.870967742,1.290322581,1.161290323,2.032258065,0.193548387,0.129032258,0.3671875,8.258064516,0.666666667,0.774193548,1.096774194
Blake Wesley,-1.100384939,-0.958563704,-0.141821235,SAS,SG,37,18.08288288,4.972972973,0.540540541,2.189189189,2.648648649,0.675675676,0.135135135,0.320930233,5.810810811,0.590909091,1.189189189,1.756756757
Amir Coffey,-1.317021415,-0.970933181,-0.346088234,LAC,SG/SF,50,12.50366667,3.44,0.22,1.06,1.06,0.14,0.1,0.386206897,2.9,0.777777778,1.26,0.42
